NAMA_PERUSAHAAN,JUMLAH_ASET,JUMLAH_LIABILITAS,JUMLAH_EKUITAS,PENDAPATAN,LABA_BRUTO,LABA_SEBELUM_PAJAK,LABA_SETELAH_PAJAK,ARUS_KAS_DARI_AKTIVITAS_OPERASI,ARUS_KAS_DARI_AKTIVITAS_INVESTASI,ARUS_KAS_DARI_AKTIVITAS_PENDANAAN,KAS_DAN_SETARA_KAS_PADA_AKHIR_PERIODE,LABA_PER_SAHAM,,,
PSAB,13313706523221,7807319241285,5506387281936,2743806059997,1115590313673,2896938588,-72625722759,1457364614022,-704831164539,-795878480349,63280848183,-8.5842000000,,,
PSDN,726553030342,669142106632,57410923710,662546867432,38333687030,-58901227886,-62740617187,45621582488,-4951081085,-22434311497,33236363330,-46.2000000000,,,
PSGO,3531607703002,2259938196512,1271669506490,1070933662721,257983481047,75368581919,61441543755,165443956661,-18364400701,-102180501604,245510493495,3.2600000000,,,
PSKT,424008356433,66805950821,357202405612,32383539874,15734295126,-12231713699,-11958554806,-2386155111,-702139659,-1083695655,5107110970,-1.1600000000,,,
PSSI,2076166127949,549200934783,1526965193166,1078051335240,341772883956,246754803366,220562162967,327463294389,-103670367603,-236968071402,166862870061,40.0596000000,,,
PTBA,32191140000000,11167411000000,21023729000000,19381819000000,8250906000000,6445965000000,4853384000000,6142946000000,-5064641000000,-600357000000,4818597000000,426.0000000000,,,
PTDU,322850778079,231952115210,90898662869,48496555481,-640775423,-2882653002,-2882653002,-79332687030,-21011113588,77889772715,6791040250,-1.9200000000,,,
PTIS,521669970750,521669970750,237877857750,119142297750,38480714250,773176500,773176500,25500617250,-11106692250,-10177563750,8696618250,1.2825000000,,,
PTPP,56194312487817,41992160488672,14202151999145,11211758069019,1421161891881,595168683986,204762562676,-1017900188211,-1451711585134,271842009745,5313767158866,21.0000000000,,,
PTPW,520007549187,102294183836,417713365351,228223492890,75813198652,36044604071,36030976171,74839345843,-52262002731,-3715596533,19002775190,41.0300000000,,,
PTSN,2271417104787,1027251556182,1244165548605,1626790668975,237474667965,80185956462,61392195420,244404621090,-273460063575,40272030336,123855570237,11.5886700000,,,
PTSP,314759815000,190704735000,124055080000,291426865000,172624913000,DSSA,-22960427000,24552709000,8234027000,-55762380000,33090293000,-104.0600000000,,,
PUDP,503954439448,199419922450,304534516998,33975802262,25022735127,-11790230530,-12817762298,-8569497541,-65450672,4588354951,10480243773,-38.8900000000,,,
PURA,10480243773,42698848324,430280414401,87452470540,17340550587,8105222975,6580877620,7979053216,-45470020621,13635238296,3554029018,1.1400000000,,,
PURE,699116927130,692111223653,7005703477,15391108560,-12833049927,-74957976288,-69254566048,-14168074435,-1022679057,14541157742,1183177199,50.0000000000,,,
PURI,214927289124,91208778991,123718510133,53605793729,19759202260,5763894843,5763014843,7791475587,-183730977,615296824,14147341691,7.4200000000,,,
PWON,28675013473000,10274912441000,18400101032000,3788267721000,1726622029000,812687247000,800001519000,1525566417000,-208537414000,1719239301000,5935276861000,14.9912884248,,,
PYFA,627532094552,444580799165,182951295387,406374387971,199537368211,21012885597,15964143325,-18891548482,-236376562150,287796837795,42296660421,29.8400000000,,,
PZZA,2116400629665,1012518614213,1103882015452,2503301848000,1641784371110,20049838804,13309425872,258763761411,-194445830136,-89063108792,36155579134,4.4000000000,,,
RAJA,3524724196884,1766192811999,1758531384885,1040417987835,145957939485,28525496898,17108854266,-42463476447,-1068559956984,1147548546309,591724328946,0.4292100000,,,
RALS,4859437000000,1286880000000,3572557000000,1978155000000,897190000000,107687000000,102817000000,342777000000,-564706000000,-373092000000,959207000000,15.6200000000,,,
RANC,1406418404548,881945904610,524472499938,2181426370563,515281801336,30508997369,27426375258,-11658297830,-144898825657,-43089167103,78873470482,17.0000000000,,,
RBMS,733158568414,198941514446,534217053968,21047183115,6459097649,-25284235230,-25533054605,2167982995,-12309243958,-4624576173,29388836083,-15.4700000000,,,
RDTX,3135467708683,317849136570,2817618572113,292938152208,159097592962,147456340606,117480046482,282955624638,-137521438678,-32986337369,303584209568,437.0500000000,,,
REAL,352605173658,1620131215,350985042443,11906329456,4833288807,1301293120,1003634884,-741244371,0,0,2750753277,0.1500000000,,,
RELI,632557025602,133339682459,499217343143,48520438729,23328027841,23328027841,20873200322,23681647780,-32357474150,-25020358,124574451838,11.6000000000,,,
RICY,1725443278190,1404529538538,320913739652,1024877392270,146931497889,-50248520741,-52056843603,43242688188,-3920304670,-39302594475,43640363883,-78.6600000000,,,
RISE,2387382193768,507323072138,1880059121630,198650308060,87835548538,21130533329,17414977462,-62873311262,-24954084104,64785677172,63847788782,2.7000000000,,,
RMBA,9378223000000,3611393000000,5766830000000,6661133000000,856223000000,19868000000,-8176000000,2849563000000,5733000000,-2516819000000,95398000000,-0.2200000000,,,
ROCK,1056464648180,291729889403,764734758777,65910064615,3032219667,3032219667,-2723227391,19737335078,-2601127905,-8484638450,16749420366,-1.9000000000,,,
RODA,3786995875075,1540063369682,2246932505393,312383001718,17400569704,17400569704,21107564412,67338531899,-1562218726,-54776751297,59410785665,1.2000000000,,,
RONY,38657810882,6660003261,31997807621,2065920660,1415733458,-2893296468,-2975933294,-301938619,0,-53030428,85969755,-2.3800000000,,,
ROTI,4258570446111,1306239226274,2952331219837,2434647247140,1323055165130,269297856014,209734639557,506227838075,-125038889793,-531831127073,860921844281,34.2900000000,,,
RSGK,1067287370915,209101674596,858185696319,345615720044,153237697255,85027212526,70051594437,50569303709,-97593144547,285025466285,270157778884,75.0000000000,,,
RUIS,1318201627516,853363807079,464837820437,1178003530287,150064222871,21065091888,14211516740,75277525039,-35681657215,-16655845053,106664506765,18.4600000000,,,
RUNS,75146778025,1081699346,74065078679,2679770606,2168522965,-6630424165,-5303478217,-6352514530,-1806685742,44382177304,54611322484,-6.6100000000,,,
SAFE,304871582979,373638637090,-68767054111,125177023000,38741942920,150966462,150966462,24350748336,4980356164,-22778994256,11268364781,0.2500000000,,,
SAME,4527985533142,305569506806,4222416026336,986888831708,440373626966,157726367095,146697177850,109857572706,-1771911403793,2529496488807,917803660768,24.5900000000,,,
SAMF,1665431301768,876394930915,789036370853,1248602616454,313939841469,124132177789,97730228460,-168139898210,-10325030669,176890234457,44722178318,18.5900000000,,,
SANF,3289184000000,2505659000000,783525000000,289440000000,38531000000,38531000000,30034000000,-665801000000,-1160000000,572505000000,91722000000,52.0000000000,,,
SAPX,240723526074,86085502774,154638023300,429344070019,148221088592,40951964739,32085089712,4461773971,-19192702421,55005283,53133353771,38.5000000000,,,
SATU,268370053457,190808297273,77561756184,13116840321,-35161988,-9259504476,-8413005163,-3297166481,-1150722458,3186542885,1868631308,-5.9700000000,,,
SBAT,565738410375,423728298071,142010112304,125955079937,45117833279,-39060929851,-34784192883,13872864941,-10774462653,-2988859598,10281264545,-15.7200000000,,,
SBMA,242025999232,42600320298,199425678934,61396992725,29031090411,3779908774,2676672172,5442958139,-634068825,35130732448,41718943007,2.8800000000,,,
SCCO,3587694851653,258091537291,3329603314362,3621642208254,231994144386,142631555293,117323733308,-106126967331,-42109467856,-60339589320,817798952093,570.0000000000,,,
SCMA,6988066146000,1990565999000,4997500147000,4390731736000,2348707773000,1371905715000,1087144030000,1081884989000,-87829680000,-932622025000,765207890000,84.1300000000,,,
SCNP,497378513594,117563957603,379814555991,325635445998,25421507360,-19056605669,-19056605669,-45733954223,-39392252108,-10449590182,10810515730,0.0000000000,,,
SCPI,1465991131000,512816190000,953174941000,1615579389000,179700167000,133236360000,100999258000,426943704000,-11721853000,-331980473000,127758929000,28055.0000000000,,,
SDMU,174556296159,175649742570,-1093446411,60213467905,14388067628,-8830296837,-8830296837,256617554,-2482580198,1245596209,2928339633,-7.7800000000,,,
SDPC,1398918432791,1158180010372,240738422419,2271429685311,183581229893,12570281904,10013408133,-237111060589,-2658508921,202180628920,10465404009,10.0000000000,,,
SDRA,41266849000000,32449512000000,8817337000000,1996607000000,577621000000,577621000000,445386000000,2342443000000,-823932000000,-1321378000000,2936463000000,67.6800000000,,,
SFAN,314517413907,99814017246,214703396661,14124277162,14124277162,787461575,787461575,11284049735,40907329180,-1528684231,81758263705,1.2900000000,,,
SGER,1027026025902,719630119373,307395906529,2236557037667,162171996972,102426482696,74022233536,71288033975,-10600896654,20464010122,101462983100,46.0000000000,,,
SGRO,9762544000000,5473764000000,4288780000000,3905745000000,1191434000000,747494000000,521180000000,1375065000000,-163019000000,-888788000000,572917000000,280.0000000000,,,
SHID,1382899498133,531058254922,851841243211,51219184710,34926569453,-22415678960,-23464292934,3297342563,-3366488243,1957061106,6297382714,-20.9700000000,,,
SHIP,4185272420865,2066628151794,2118644269071,1109324248269,495970253355,326796330663,282556225263,504032104785,258269964,-298078662141,531861079695,75.8271000000,,,
SIDO,3650853000000,587237000000,3063616000000,2776440000000,1561938000000,1108447000000,865498000000,899231000000,-84244000000,-1022084000000,824984000000,29.0726083875,,,
SILO,8927585000000,2553260000000,6374325000000,7143502000000,2766285000000,797635000000,552632000000,465584000000,-204118000000,-319958000000,849835000000,330.4400000000,,,
SIMP,36581962000000,17381312000000,19200650000000,14125377000000,3447030000000,1469701000000,798936000000,2495766000000,-892816000000,-508130000000,3532462000000,36.3342194950,,,
SINI,178153281668,143154111574,34999170094,253722095786,69465583410,8791489520,6065362680,16758474306,-5473449147,-12936019038,2908194109,13.0000000000,,,
SIPD,2830158000000,1970951000000,859207000000,4084174000000,282365000000,-86008000000,-71468000000,-137440000000,-64102000000,103837000000,130898000000,-53.3700000000,,,
SKBM,1914937719384,952610158083,962327561301,2785258584655,320198987090,4264613005,1006492520,-139178718331,-27959184739,76090298415,86489569780,1.2300000000,,,
SKLT,796659750308,354427981415,442231768893,1020592684261,271961326606,53621941618,44602194916,188123590662,-188123590662,-22462319483,92091786777,64.5715647425,,,
SKRN,1499342999839,940872568605,558470431234,258006072411,24200797089,8351180323,5839785205,174261815879,-27699695908,-197558619453,52593036919,3.9200000000,,,
SLIS,379152036159,180465401082,198686635077,321174361144,52499388331,25715136025,20025182150,11283466526,-671765771,-10413017866,5528737370,10.0100000000,,,
SMAR,38457672000000,24586460000000,13871212000000,40380135000000,7863383000000,2292959000000,1796313000000,-518068000000,616174000000,-611766000000,2335267000000,625.0000000000,,,
SMBR,5815918364000,2398994321000,3416924043000,1213474433000,561829050000,36804181000,16621793000,275907576000,-28427133000,-105574389000,504371396000,2.0000000000,,,
SMCB,21038858000000,10100645000000,10938213000000,8079260000000,2065933000000,648040000000,459118000000,864804000000,249351000000,-899399000000,243834000000,58.0000000000,,,
SMDM,3229000163617,483578327452,2745421836165,424818604842,232988005321,107040159940,97416234190,144560503106,-1069012083,-54220282702,168864663465,18.8200000000,,,
SMDR,9649682778810,5150924787951,4498757990859,6334499819574,1615945433616,1150413508752,1102528780944,1458712390650,-27775681335,-339288688011,2572631446425,225.1162014741,,,
SMFP,30725776000000,16765829000000,13959947000000,1694843000000,429823000000,429823000000,400370000000,5298927000000,-4373089000000,-2023853000000,3430214000000,46.6250000000,,,
SMGR,76609200000000,37522471000000,39086729000000,25330461000000,7444248000000,2120798000000,1443751000000,4245598000000,29731000000,-3668685000000,3539160000000,234.0000000000,,,
SMKL,1883118974703,1106757781848,776361192855,1534342074094,272816790994,94454949765,72064799803,49795660437,-44430225967,-10023725904,6035946814,21.2000000000,,,
SMMA,115131710000000,91391585000000,23740125000000,24679632000000,1590592000000,1590592000000,1567096000000,4934207000000,-196102000000,127424000000,14392539000000,239.0000000000,,,
SMMT,973022338640,280393063909,692629274731,325978743845,88440491054,128071442930,128071442930,51223973935,-2552552716,-16400558804,96883088951,38.2500000000,,,
SMRA,25445781839000,14799711685000,10646070154000,3789821039000,1738288855000,370765035000,234262176000,1406837451000,-333226094000,-643850796000,2086242850000,11.2000000000,,,
SMRU,1247200033711,816737482457,430462551254,413067551424,56899204826,-19742963366,-16749048685,115502500258,8815856806,-96667506570,48485360467,-1.3400000000,,,
SMSM,3856932000000,988489000000,2868443000000,3023041000000,961839000000,677903000000,540788000000,359302000000,-125624000000,-246395000000,674009000000,85.0000000000,,,
SNLK,208828842063,52692023234,156136818829,12804467692,10230802902,-7447881087,-5594667327,17433108,-1322229000,19621760016,36208545275,-12.0000000000,,,
SOCI,9124671132444,3832322307615,5292348824829,1380026065314,455969884335,157567655082,128625051906,172048957263,92158697877,-300441434577,774228813195,18.5991000000,,,
SONA,791039110851,173507338889,617531771962,38904033947,19231885055,-109980065516,-85982501221,-48615791815,5796536184,-6255539460,448219459282,-259.0000000000,,,
SOSS,335481671584,169779178306,165702493278,1032823355510,102201344309,24604201158,16441655935,-25877577254,-2069511027,12227445536,66852408918,19.6700000000,,,
SOTS,413775022893,152805716538,260969306355,8018412875,-19127940911,-19127940911,-19127940911,-4201510172,-883385164,5955341842,13800017035,-20.4463988736,,,
SPMA,2687519946999,1000659355540,1686860591459,1924882707242,403296178269,241387621337,188172165137,178923498316,-125538464454,-75472216085,90869599180,80.0000000000,,,
SPTO,3133229536263,1095691147341,2037538388922,1582870999313,458552360495,176427677351,143484945504,215094703057,-12369667122,-89209941528,331413283962,48.0600000000,,,
SQMI,438755772700,631696253295,-192940480595,3520087653,893059612,-11412593204,-11412593204,-19653002094,-11125257194,30819703596,1774160768,-0.7200000000,,,
SRAJ,5334583493586,3347522372812,1987061120774,1544588719057,620840332322,233187874595,222365535169,176269012803,-286490165648,802280260855,1345236831093,18.5000000000,,,
SRIL,18761761204608,22305476885274,-3543715680666,9115275210492,-2705465660652,-13276346038920,-13226919774783,-6482390720601,79778836470,4837167270501,136807296741,646.6764000000,,,
SRSN,965524779000,367997570000,597527209000,692522127000,129788835000,19716322000,15119811000,-23186416000,-18706446000,20173596000,18981972000,2.5100000000,,,
SRTG,49405534000000,4219548000000,45185986000000,14702812000000,14389847000000,14389847000000,14071790000000,26623000000,-385000000,-66704000000,397637000000,1032.0000000000,,,
SSIA,7821619149925,3855357557117,3966261592808,1392811946508,246905406406,-293876027038,-272879671942,-586144602496,15506600326,384545139283,665114985536,-59.1395527378,,,
SSMM,1414268000000,2980979000000,-1566711000000,299235000000,28882000000,-145162000000,-131921000000,32841000000,-1862000000,-56737000000,81142000000,-6.3900000000,,,
SSMS,13393965985000,7752309494000,5641656491000,3688871334000,1305801516000,1305801516000,1034175287000,732397758000,-523920135000,-424106587000,1719563912000,107.9200000000,,,
SSTM,444379478313,190633175683,253746302630,158483394022,14937535337,70873594826,67414984536,-34226112424,65908061121,-31738108138,1723433708,58.0000000000,,,
STAR,506698378948,2077658295,504620720653,2810913920,2810913920,8790495401,8781508101,9179715364,309831505200,-484826337,322840359874,1.8290000000,,,
STTP,3709050460941,599218353890,3109832107051,3045069878925,745005173257,533074131895,433318148120,375557938959,-157745974272,-204999131526,156433174868,330.8000000000,,,
SULI,1305554610792,1542852043641,-237297432849,619079055420,35247926988,1225094103,8739988923,-57527230905,92035872282,-7761247053,40544993589,2.2032780000,,,
SUPR,10768619000000,8903010000000,1865609000000,1553722000000,1092244000000,-672742000000,-548600000000,1192012000000,-249942000000,-873181000000,305099000000,-482.0000000000,,,
SURE,1027785640419,473599001221,554186639198,249991847011,42115625135,-60845842683,-50128497606,-24983189703,-27480280608,-12067886467,425673584857,-27.0172572842,,,
SWAT,774291082617,416352250117,357938832500,206686409848,45636969380,2263822977,1546053776,-117284707080,-6865624119,135637322595,32346452789,0.5100000000,,,
TAFS,20423697000000,17425192000000,2998505000000,1832536000000,326946000000,326946000000,249450000000,-1112231000000,-80763000000,944340000000,249871000000,312.0000000000,,,
TALF,1530905927311,497808806808,1033097120503,747824909367,76519360405,19357333585,13710785551,13249745552,-58365015577,14141748569,24582919126,9.1700000000,,,
TAMA,173979762886,122676256104,51303506782,39996292790,15698747486,2568222088,1385816693,-1702341862,0,3256113739,2484858412,1.4200000000,,,
TAMU,1096728823293,570817123557,525911699736,104422057383,-25764746643,-49165118466,-49372913334,22031206230,-1599036162,-28478026272,29022421929,-1.3162440000,,,
TAPG,171733588062,67184298528,104549289534,63705351180,14953075506,12140519604,10534244100,11826867243,-2703107352,-15460086972,14980544946,515052.0000000000,,,
TARA,1082958823529,26322488128,1056636335401,34499990800,16303405250,16303405250,15440905480,14123448235,-940923635,0,16182945522,1.4675462604,,,
TAXI,104103842000,249431098000,-145327256000,5909829000,-10986775000,-13310457000,-32805353000,-5505668000,61315176000,-59546859000,18731488000,-3.2000000000,,,
TBIG,41585084000000,31983005000000,9602079000000,4561874000000,3425810000000,1309220000000,1119849000000,3682419000000,-5876831000000,2083307000000,841602000000,51.8200000000,,,
TBLA,20740828000000,14427729000000,6313099000000,11092564000000,2274178000000,714316000000,553429000000,817600000000,-847008000000,24847000000,479276000000,104.4600000000,,,
TBMS,1968501389016,1176336476508,792164912508,7766709494214,178301087649,90268571493,70158280311,-111619737399,-4667000628,-297645904005,133143173892,143.0700000000,,,
TCID,2320939220919,478351329549,1842587891370,1319687529652,227745730376,-53742193780,-45839814081,97328710425,-12315117841,0,545916167608,-228.0000000000,,,
TCPI,2836290000000,1342599000000,1493691000000,1170319000000,225981000000,80013000000,62204000000,455074000000,-308215000000,-64333000000,116660000000,12.0000000000,,,
TEBE,939876052000,177510153000,762365899000,289356754000,154810969000,123655642000,106986929000,182444135000,-3459904000,-47524600000,176821588000,82.6100000000,,,
TECH,61774764722,5771101450,56003663272,15080721409,11125266606,3138660032,2982231486,508766252,-178301100,-4180324769,40273809915,2.4400000000,,,
TELE,271117000000,4519126000000,-4248009000000,1102337000000,11266000000,-83311000000,-83311000000,-18479000000,-1598000000,-77000000,28158000000,-8.0000000000,,,
TFAS,276610881850,75029931562,201580950288,489882580896,33157718532,39875081889,38376645958,20525473486,-27070797777,8195264907,23039705425,23.1800000000,,,
TFCO,4670800881954,399933686049,4270867195905,2177227370883,202321582080,164816339553,131671198197,173660426208,-4474457022,-90276769404,882492271464,27.1833000000,,,
TGKA,3578114884857,1960069958944,1618044925913,8965957728226,1147791950631,437438826262,350030277646,112227442081,-492105993962,-333217923226,338505426585,381.0800000000,,,
TIFA,1444671155000,421863498000,1022807657000,82655219000,21227081000,21227081000,16459006000,-23632778000,-72158874000,380420342000,423352207000,12.1520366227,,,
TINS,13804536000000,8215373000000,5589163000000,9699160000000,1996651000000,890471000000,612040000000,3087642000000,-502523000000,-2297074000000,1101560000000,82.0000000000,,,
TIRA,358883309944,196560061787,162323248157,175844102582,64379214510,176202223,143130447,-1838684300,-791820975,5410303693,11181340806,0.2400000000,,,
TIRT,290839608340,796221134941,-505381526601,15676233957,-86162852399,-115058727437,-115058727437,-48622446749,1750009681,43545615604,5734767816,-113.7200000000,,,
TKIM,44893906686000,20823852807000,24070053879000,10650717387000,1483206690000,2560852851000,2512981629000,763292757000,1273551912000,-2101383546000,2249818671000,806.9148000000,,,
TMAS,3963536000000,2379331000000,1584205000000,2355457000000,463242000000,790558000000,623250000000,317424000000,556997000000,-605203000000,373874000000,109.0000000000,,,
TNCA,51532871918,9335044138,42197827780,55291370917,14565683907,2444953506,2209559916,-2295233815,-429662123,-443529642,3823324354,5.2400000000,,,
TOBA,11393707294905,6802994166165,4590713128740,4103304570474,615792065091,734734668756,643115659533,-12487779108,1123591617879,-583977317358,886855849236,60.0894000000,,,
TOPS,2331489076149,1485059084803,846429991346,450178495052,39776519825,14612217950,718079145,-54919179420,90593416338,-21750456753,25920447258,0.0200000000,,,
TOTL,2673869030000,1493090932000,1180778098000,1357757514000,166450110000,75929147000,75714070000,-663176000,62357293000,-34100000000,639368394000,22.2100000000,,,
TOTO,3174276888043,1247346145581,1926930742462,1303297357021,207261701775,70471556178,54967813819,74972666820,-62866650412,-65688388624,420775438667,5.3300000000,,,
TOWR,52217205000000,40742729000000,11474476000000,6067060000000,4435984000000,3131467000000,2608451000000,5214349000000,-1392339000000,13491703000000,18774077000000,52.0000000000,,,
TOYS,369849398427,103140724229,266708674198,86777888032,8752000839,-3650849911,-3343493273,4254306325,0,0,6242740241,-2.3300000000,,,
TPIA,65689918071000,23698214949000,41991703122000,26914299786000,4389330372000,2889026817000,2370440988000,-1000202370000,-2293598091000,14284280484000,24137425542000,108.7332000000,,,
TPMA,1434299040306,340739575188,1093559465118,433972642923,105181501557,54184772337,48977095872,185894241759,-58411889943,-95389991055,112726870287,18.5991000000,,,
TRAC,6520935000000,3750174000000,2770761000000,3496032000000,753045000000,170523000000,122277000000,-52941000000,-66160000000,56691000000,174319000000,162.0000000000,,,
TRIL,124894430015,17781391732,107113038283,19502311976,4036930372,-356918372,-817877606,-221036061,0,-381526022,4335123983,-0.6800000000,,,
TRIM,3157224884621,2286165337015,871059547606,298655892123,49376554253,67839053222,46476340515,293752302033,5014962970,-199734670515,520080542997,6.5300000000,,,
TRIN,1712311655000,1039979592000,672332063000,2368271000,698285000,-34685748000,-34750504000,-73299577000,-23026780000,100938544000,21680419000,-4.7200000000,,,
TRIO,101608067657,4100562876389,-3998954808732,346409301418,21373547226,-26179922918,-26179922918,8570523763,-17181381,-4070281443,17489236847,-1.0100000000,,,
TRIS,1042771858370,391187475388,651584382982,770850187441,154100506011,16895907813,12301861123,72097171564,-5968744116,-92589854191,80365451616,1.2900000000,,,
TRJA,607624200124,300825686149,306798513975,297456723416,124850252652,124850252652,31835739456,113902053120,12451939919,-125738422272,5419381386,21.0000000000,,,
TRST,4599838957561,2179233663618,2420605293943,2673908462341,346878671024,151165488304,144691811900,81983401822,-111687173870,27697226853,31832998542,51.5000000000,,,
TRUE,1003283838720,652994472644,350289366076,247002268066,60470648734,28252794127,28247236432,-19779476077,-126772530967,132787910841,21581131564,23.3800000000,,,
TRUK,81078237927,20566178759,60512059168,30079588883,5066295373,-2368676000,-2929677622,3229783849,1396254120,-5358119621,1004638488,-6.7300000000,,,
TRUS,345379664910,24722638015,320657026895,35492764440,863681250,22015157331,17839264258,44949202539,-1228329500,-2660491082,64084699728,22.3000000000,,,
TSPC,9616119910236,2923881381195,6692238529041,8345030622817,2969173427789,754455863459,588475573498,499272439012,-300779677788,-166221319894,2689205992768,121.0000000000,,,
TUFI,18231501000000,15925557000000,2305944000000,2343217000000,210210000000,210210000000,162822000000,736782000000,-22675000000,-660313000000,403597000000,65.1000000000,,,
TUGU,20805655364000,12127989842000,8677665522000,5006848828000,295723998000,295723998000,228789973000,358282478000,-132674490000,-167862357000,376460190000,0.1240000000,,,
TURI,6359080000000,2148290000000,4210790000000,8749932000000,464681000000,464681000000,367124000000,-14089000000,-48968000000,141825000000,1032101000000,66.0000000000,,,
UANG,719134139933,667044741031,52089398902,7190795444,1018679982,-62351434858,-62351434858,-52138394502,-360344387612,435069920816,24385843362,-51.0000000000,,,
UCID,7793131000000,2980055000000,4813076000000,6698932000000,1372466000000,489491000000,378364000000,754498000000,-195668000000,-373824000000,1614368000000,91.0000000000,,,
UFOE,417121413360,242574200197,174547213163,516334727256,66474046607,10282219337,8044221717,3830482277,-81928418527,79384521171,7866266007,3.5000000000,,,
ULTJ,9014510000000,4228101000000,4786409000000,4792085000000,1697994000000,1175091000000,914156000000,1198283000000,566655000000,-678469000000,2736138000000,82.0000000000,,,
UNIC,4201691091144,807160651488,3394530439656,3937663174845,1019363720793,788597619435,613971041517,567384201828,4617941925,-57553641627,1387237222524,1622.4138000000,,,
UNIQ,527287181416,196893970818,330393210598,234960080761,21261374102,-18317356477,-15963475342,40814147702,-9334625532,-31450407474,1317829091,-5.0900000000,,,
UNSP,8007614000000,15099627000000,-7092013000000,2878675000000,654372000000,54936000000,-80521000000,-27551000000,-124342000000,265080000000,200891000000,-17.8508000000,,,
UNTR,110693218000000,41228277000000,69464941000000,57822366000000,13522363000000,10567709000000,8065922000000,17759610000000,-2108991000000,-4563598000000,31627917000000,2096000000.0000000000,,,
UNVR,20206771000000,14880556000000,5326215000000,30029530000000,15093049000000,5663054000000,4378794000000,5236713000000,-415122000000,-5123789000000,541885000000,115.0000000000,,,
URBN,3532878560331,1550245601200,1982632959131,48593658231,13845204118,36448362325,25511002283,583040955961,-157700000000,-336801449346,190027639401,6.8100000000,,,
VICI,962520861057,251520844980,711000016077,832498685073,405217317404,145098846609,114322717599,84567014263,-10941740084,-59235265687,-50989069545,17.0400000000,,,
VICO,25265269732000,20691021453000,3213761642000,1849020552000,357860578000,50344647000,47623586000,-1039305617000,1054235205000,-234301166000,2336918464000,2.6452681471,,,
VINS,321795911498,133399157733,188396753765,91850215356,1704352890,4800784486,4800784486,-1743519624,12833263015,-4965950293,10569645906,3.2900000000,,,
VIVA,8607546950000,8509053908000,98493042000,1323187117000,765134555000,-64746307000,-104097473000,11335512000,-27775359000,1868499000,22551064000,-6.4630000000,,,
VOKS,2862526274683,1879898255440,982628019243,1223137057653,60987987248,-157620490733,-129493023017,-162246980060,-41234514105,133415030637,75479855728,-31.1600000000,,,
VRNA,2324866717000,1667764935000,657101782000,224564847000,27171346000,27171346000,24233641000,329967275000,-6047853000,-421833180000,33659015000,4.2600000000,,,
WAPO,86720473010,11723096287,74997376723,232173375306,2020326199,-1627681995,-1627681995,-3202951615,-100122000,0,2492626660,-0.0131000000,,,
WEGE,5766037543587,3449127244935,2316910298652,2448988161610,202251292367,151608367372,151484880878,-960131531059,-1691788972,224075026265,770543069604,15.7400000000,,,
WEHA,206732546453,99830165696,106902380757,58106270739,16831693228,-14074774986,-10978240059,6540188425,3828687739,-9306958827,2612682412,-12.4000000000,,,
WICO,816895680021,681940607054,134955072967,2032569970115,147124356300,-75537989880,-75537989880,-102848991107,-10987473086,113797550002,22587667211,-59.5300000000,,,
WIFI,654591811915,235461844439,419129967476,292882248275,27079775222,7358776565,7254587021,93114735814,-137414288456,27772611429,9685552218,3.7300000000,,,
WIIM,1735336876210,490167069897,1245169806313,1907589067945,464778193891,128726110748,108939198738,146070548114,-17631143206,-62061950896,495931966297,51.8200000000,,,
WIKA,69509394600000,51529385052000,17980009548000,11647968752000,974438268000,173159708000,190235216000,-7296589328000,-3617383969000,1956196838000,6029145752000,11.7000000000,,,
WINS,2881288690059,853046576940,2028242113119,431857138368,58244469429,13427191035,7157663337,62891626248,134271452526,-205312288746,23690532090,1.5737700000,,,
WMUU,2109534522114,946472340168,1163062181946,2190754652188,302793396039,185600433223,144431362911,98750315588,-530273390526,466821870628,54372687967,11.1300000000,,,
WOMF,4823747000000,3534769000000,1288978000000,1146749000000,96234000000,96234000000,75633000000,219656000000,-39631000000,-565401000000,250662000000,21.7200000000,,,
WOOD,6487945996436,3047836336973,3440109659463,3521009205940,1159751084014,465941474690,355993903838,-128431647003,33373352480,101961010907,7668170274,74.6000000000,,,
WOWS,752667316000,158420193676,594247122324,75618730912,10624193884,764480282,290174464,5158392341,-3667132815,-2089850248,1252392941,0.1200000000,,,
WSBP,10061536311444,9184826073092,876710238352,743985320173,-299148665710,-434068492522,-279049306427,-386020670109,-90580614467,279965881364,47563449273,-11.3800000000,,,
WSKT,105540064756702,89915781296655,15624283460047,7125239093439,276871860119,465918986003,66717848049,-472949762880,1296665478387,44552418063,2074880729795,12.8486587432,,,
WTON,8475242237930,5057401276493,3417840961437,2477654069297,119112780277,55558307832,51289298834,-943559547019,-120745573527,593136291960,1071081235224,6.1976878785,,,
YELO,30209544061,6910290127,23299253934,13069674477,-19680279546,-19680279546,-19669168032,-5242966838,9049072,1000121000,37692957,-42.9400000000,,,
YPAS,257406781617,128960732971,128446048646,248962966025,16484794265,-4386105737,-4176097433,26535296993,-8933017892,-17689007669,1188527941,-6.2000000000,,,
YULE,441428876108,15215015811,426213860297,6242312876,75860026707,75860026707,78632392707,99395132389,1438507748,1435000,181104549454,52.4600000000,,,
ZBRA,3139064040867,1783431068714,1355632972153,2651130899194,386397782124,39197106961,30910981439,-370803929987,-15286927082,399348676062,107929480937,25.3700000000,,,
